Trip_ID,From,To,Distance_KM,Bus_Type,Seats,Fuel_Price,Fuel_Average_KM_L,Fuel_Consumed_Liters,Fuel_Cost_Complete_Trip,Toll_Plaza,Police_Challan,Maintenance,Other_Expense,Driver_Helper_Fee,Total_Trip_Cost,Booking_Price,Profit
TRP03811,Toba Tek Singh,Vehari,311,Non-AC,72,286.63,4.0,77.75,22285.48,1088.5,0,622.0,1500,3541.11,25495.98,35411.08,9915.1
TRP03812,Bhakkar,Rahim Yar Khan,147,Non-AC,72,283.42,4.0,36.75,10415.69,514.5,0,294.0,1500,1767.25,12724.19,17672.49,4948.3
TRP03813,Khanewal,Lodhran,130,Non-AC,72,293.26,4.0,32.5,9530.95,455.0,0,260.0,1500,1631.38,11745.95,16313.82,4567.87
TRP03814,Khushab,Bahawalpur,263,Non-AC,72,302.18,4.0,65.75,19868.33,920.5,0,526.0,1500,3168.73,22814.83,31687.26,8872.43
TRP03815,Rajanpur,Sahiwal,208,Non-AC,72,287.61,4.0,52.0,14955.72,728.0,0,416.0,1500,2444.41,17599.72,24444.06,6844.34
TRP03816,Layyah,Muzaffargarh,580,Non-AC,72,285.9,4.0,145.0,41455.5,2030.0,0,1160.0,1500,6409.1,46145.5,64090.97,17945.47
TRP03817,Attock,Sargodha,571,Non-AC,72,310.58,4.0,142.75,44335.29,1998.5,0,1142.0,1500,6802.19,48975.79,68021.93,19046.14
TRP03818,Multan,Chiniot,146,Non-AC,72,272.64,4.0,36.5,9951.36,511.0,0,292.0,1500,1701.99,12254.36,17019.94,4765.58
TRP03819,Narowal,Gujranwala,364,Non-AC,72,260.33,4.0,91.0,23690.03,1274.0,0,728.0,1500,3776.67,27192.03,37766.71,10574.68
TRP03820,Sahiwal,Mandi Bahauddin,179,Non-AC,72,267.64,4.0,44.75,11976.89,626.5,0,358.0,1500,2008.53,14461.39,20085.26,5623.87
TRP03821,Rawalpindi,Khanewal,467,Non-AC,72,287.04,4.0,116.75,33511.92,1634.5,0,934.0,1500,5219.5,37580.42,52195.03,14614.61
TRP03822,Rawalpindi,Sialkot,496,Non-AC,72,280.38,4.0,124.0,34767.12,1736.0,0,992.0,1500,5415.99,38995.12,54159.89,15164.77
TRP03823,Jhang,Sahiwal,466,Non-AC,72,310.54,4.0,116.5,36177.91,1631.0,0,932.0,1500,5589.02,40240.91,55890.15,15649.24
TRP03824,Jhang,Layyah,312,Non-AC,72,275.36,4.0,78.0,21478.08,1092.0,0,624.0,1500,3429.73,24694.08,34297.33,9603.25
TRP03825,Muzaffargarh,Nankana Sahib,356,Non-AC,72,310.01,4.0,89.0,27590.89,1246.0,0,712.0,1500,4312.35,31048.89,43123.46,12074.57
TRP03826,Kot Addu,Dera Ghazi Khan,95,Non-AC,72,271.71,4.0,23.75,6453.11,332.5,0,190.0,1500,1177.17,8475.61,11771.68,3296.07
TRP03827,Multan,Muzaffargarh,361,Non-AC,72,286.23,4.0,90.25,25832.26,1263.5,0,722.0,1500,4071.91,29317.76,40719.11,11401.35
TRP03828,Sheikhupura,Pakpattan,306,Non-AC,72,300.62,4.0,76.5,22997.43,1071.0,0,612.0,1500,3636.17,26180.43,36361.71,10181.28
TRP03829,Sahiwal,Okara,346,Non-AC,72,312.28,4.0,86.5,27012.22,1211.0,0,692.0,1500,4224.34,30415.22,42243.36,11828.14
TRP03830,Gujrat,Kasur,530,Non-AC,72,284.28,4.0,132.5,37667.1,1855.0,0,1060.0,1500,5844.74,42082.1,58447.36,16365.26
TRP03831,Nankana Sahib,Hafizabad,140,Non-AC,72,279.23,4.0,35.0,9773.05,490.0,0,280.0,1500,1672.65,12043.05,16726.46,4683.41
TRP03832,Dera Ghazi Khan,Narowal,413,Non-AC,72,296.66,4.0,103.25,30630.15,1445.5,0,826.0,1500,4778.01,34401.65,47780.07,13378.42
TRP03833,Vehari,Sheikhupura,221,Non-AC,72,314.09,4.0,55.25,17353.47,773.5,0,442.0,1500,2787.36,20068.97,27873.57,7804.6
TRP03834,Mianwali,Sargodha,412,Non-AC,72,312.11,4.0,103.0,32147.33,1442.0,0,824.0,1500,4987.96,35913.33,49879.63,13966.3
TRP03835,Chakwal,Multan,475,Non-AC,72,299.05,4.0,118.75,35512.19,1662.5,0,950.0,1500,5503.43,39624.69,55034.29,15409.6
TRP03836,Faisalabad,Jhelum,502,Non-AC,72,280.05,4.0,125.5,35146.28,1757.0,0,1004.0,1500,5473.23,39407.28,54732.33,15325.05
TRP03837,Jhang,Rawalpindi,404,Non-AC,72,262.3,4.0,101.0,26492.3,1414.0,0,808.0,1500,4196.43,30214.3,41964.31,11750.01
TRP03838,Lodhran,Okara,159,Non-AC,72,261.2,4.0,39.75,10382.7,556.5,0,318.0,1500,1771.83,12757.2,17718.33,4961.13
TRP03839,Narowal,Sahiwal,191,Non-AC,72,283.9,4.0,47.75,13556.22,668.5,0,382.0,1500,2237.04,16106.72,22370.44,6263.72
TRP03840,Okara,Bahawalpur,551,Non-AC,72,260.77,4.0,137.75,35921.07,1928.5,0,1102.0,1500,5618.27,40451.57,56182.74,15731.17
TRP03841,Jhang,Okara,558,Non-AC,72,260.48,4.0,139.5,36336.96,1953.0,0,1116.0,1500,5681.38,40905.96,56813.83,15907.87
TRP03842,Bhakkar,Pakpattan,512,Non-AC,72,286.37,4.0,128.0,36655.36,1792.0,0,1024.0,1500,5690.47,40971.36,56904.67,15933.31
TRP03843,Faisalabad,Muzaffargarh,327,Non-AC,72,317.69,4.0,81.75,25971.16,1144.5,0,654.0,1500,4065.23,29269.66,40652.31,11382.65
TRP03844,Jhang,Vehari,146,Non-AC,72,313.03,4.0,36.5,11425.59,511.0,0,292.0,1500,1906.75,13728.59,19067.49,5338.9
TRP03845,Pakpattan,Rangpur,406,Non-AC,72,266.56,4.0,101.5,27055.84,1421.0,0,812.0,1500,4276.23,30788.84,42762.28,11973.44
TRP03846,Toba Tek Singh,Dera Ghazi Khan,549,Non-AC,72,301.6,4.0,137.25,41394.6,1921.5,0,1098.0,1500,6376.96,45914.1,63769.58,17855.48
TRP03847,Mandi Bahauddin,Rawalpindi,365,Non-AC,72,276.3,4.0,91.25,25212.38,1277.5,0,730.0,1500,3988.87,28719.88,39888.72,11168.84
TRP03848,Chowk Munda,Nankana Sahib,391,Non-AC,72,296.22,4.0,97.75,28955.51,1368.5,0,782.0,1500,4528.61,32606.01,45286.12,12680.11
TRP03849,Chowk Munda,Rawalpindi,176,Non-AC,72,311.02,4.0,44.0,13684.88,616.0,0,352.0,1500,2243.46,16152.88,22434.56,6281.68
TRP03850,Rawalpindi,Khanewal,535,Non-AC,72,284.29,4.0,133.75,38023.79,1872.5,0,1070.0,1500,5898.1,42466.29,58980.96,16514.67
TRP03851,Okara,Chowk Munda,211,Non-AC,72,309.97,4.0,52.75,16350.92,738.5,0,422.0,1500,2640.48,19011.42,26404.75,7393.33
TRP03852,Khanewal,Jhang,200,Non-AC,72,267.79,4.0,50.0,13389.5,700.0,0,400.0,1500,2220.76,15989.5,22207.64,6218.14
TRP03853,Kasur,Rangpur,561,Non-AC,72,273.51,4.0,140.25,38359.78,1963.5,0,1122.0,1500,5964.62,42945.28,59646.22,16700.94
TRP03854,Rajanpur,Toba Tek Singh,118,Non-AC,72,279.62,4.0,29.5,8248.79,413.0,0,236.0,1500,1444.14,10397.79,14441.38,4043.59
TRP03855,Vehari,Kasur,553,Non-AC,72,293.69,4.0,138.25,40602.64,1935.5,0,1106.0,1500,6270.02,45144.14,62700.19,17556.05
TRP03856,Pakpattan,Mandi Bahauddin,279,Non-AC,72,310.22,4.0,69.75,21637.85,976.5,0,558.0,1500,3426.72,24672.35,34267.15,9594.8
TRP03857,Lahore,Pakpattan,582,Non-AC,72,317.7,4.0,145.5,46225.35,2037.0,0,1164.0,1500,7073.1,50926.35,70731.04,19804.69
TRP03858,Kasur,Chiniot,297,Non-AC,72,296.57,4.0,74.25,22020.32,1039.5,0,594.0,1500,3493.59,25153.82,34935.86,9782.04
TRP03859,Wah Cantt,Chakwal,141,Non-AC,72,280.26,4.0,35.25,9879.16,493.5,0,282.0,1500,1688.15,12154.66,16881.47,4726.81
TRP03860,Mianwali,Attock,121,Non-AC,72,274.35,4.0,30.25,8299.09,423.5,0,242.0,1500,1453.41,10464.59,14534.15,4069.56
TRP03861,Faisalabad,Bahawalpur,194,Non-AC,72,303.27,4.0,48.5,14708.59,679.0,0,388.0,1500,2399.39,17275.59,23993.88,6718.29
TRP03862,Mandi Bahauddin,Rawalpindi,185,Non-AC,72,293.62,4.0,46.25,13579.93,647.5,0,370.0,1500,2235.75,16097.43,22357.54,6260.11
TRP03863,Okara,Layyah,551,Non-AC,72,315.87,4.0,137.75,43511.09,1928.5,0,1102.0,1500,6672.44,48041.59,66724.43,18682.84
TRP03864,Mandi Bahauddin,Narowal,466,Non-AC,72,303.4,4.0,116.5,35346.1,1631.0,0,932.0,1500,5473.49,39409.1,54734.86,15325.76
TRP03865,Gujranwala,Toba Tek Singh,487,Non-AC,72,310.76,4.0,121.75,37835.03,1704.5,0,974.0,1500,5835.21,42013.53,58352.12,16338.59
TRP03866,Bhakkar,Rawalpindi,100,Non-AC,72,267.16,4.0,25.0,6679.0,350.0,0,200.0,1500,1212.36,8729.0,12123.61,3394.61
TRP03867,Khanewal,Attock,282,Non-AC,72,287.37,4.0,70.5,20259.58,987.0,0,564.0,1500,3237.58,23310.58,32375.81,9065.23
TRP03868,Gujrat,Lahore,527,Non-AC,72,302.08,4.0,131.75,39799.04,1844.5,0,1054.0,1500,6138.55,44197.54,61385.47,17187.93
TRP03869,Chiniot,Sheikhupura,246,Non-AC,72,271.74,4.0,61.5,16712.01,861.0,0,492.0,1500,2717.36,19565.01,27173.62,7608.61
TRP03870,Faisalabad,Muzaffargarh,151,Non-AC,72,284.28,4.0,37.75,10731.57,528.5,0,302.0,1500,1814.18,13062.07,18141.76,5079.69
TRP03871,Jhang,Mianwali,552,Non-AC,72,312.49,4.0,138.0,43123.62,1932.0,0,1104.0,1500,6619.39,47659.62,66193.92,18534.3
TRP03872,Bahawalpur,Narowal,354,Non-AC,72,295.45,4.0,88.5,26147.33,1239.0,0,708.0,1500,4110.32,29594.33,41103.24,11508.91
TRP03873,Mianwali,Nankana Sahib,569,Non-AC,72,304.9,4.0,142.25,43372.02,1991.5,0,1138.0,1500,6666.88,48001.52,66668.78,18667.26
TRP03874,Multan,Lahore,340,Non-AC,72,317.68,4.0,85.0,27002.8,1190.0,0,680.0,1500,4218.44,30372.8,42184.44,11811.64
TRP03875,Khanewal,Toba Tek Singh,168,Non-AC,72,275.16,4.0,42.0,11556.72,588.0,0,336.0,1500,1941.77,13980.72,19417.67,5436.95
TRP03876,Sheikhupura,Sargodha,429,Non-AC,72,296.22,4.0,107.25,31769.6,1501.5,0,858.0,1500,4948.49,35629.1,49484.86,13855.76
TRP03877,Gujrat,Jhelum,166,Non-AC,72,316.74,4.0,41.5,13144.71,581.0,0,332.0,1500,2160.79,15557.71,21607.93,6050.22
TRP03878,Sheikhupura,Rahim Yar Khan,233,Non-AC,72,290.03,4.0,58.25,16894.25,815.5,0,466.0,1500,2732.74,19675.75,27327.43,7651.68
TRP03879,Rawalpindi,Muzaffargarh,343,Non-AC,72,291.84,4.0,85.75,25025.28,1200.5,0,686.0,1500,3946.08,28411.78,39460.81,11049.03
TRP03880,Wah Cantt,Lodhran,500,Non-AC,72,286.98,4.0,125.0,35872.5,1750.0,0,1000.0,1500,5572.57,40122.5,55725.69,15603.19
TRP03881,Kasur,Faisalabad,490,Non-AC,72,290.47,4.0,122.5,35582.58,1715.0,0,980.0,1500,5524.66,39777.58,55246.64,15469.06
TRP03882,Chowk Munda,Rahim Yar Khan,551,Non-AC,72,261.71,4.0,137.75,36050.55,1928.5,0,1102.0,1500,5636.26,40581.05,56362.57,15781.52
TRP03883,Dera Ghazi Khan,Hafizabad,116,Non-AC,72,266.8,4.0,29.0,7737.2,406.0,0,232.0,1500,1371.56,9875.2,13715.56,3840.36
TRP03884,Chiniot,Multan,110,Non-AC,72,290.02,4.0,27.5,7975.55,385.0,0,220.0,1500,1400.08,10080.55,14000.76,3920.21
TRP03885,Rangpur,Mianwali,347,Non-AC,72,280.52,4.0,86.75,24335.11,1214.5,0,694.0,1500,3853.28,27743.61,38532.79,10789.18
TRP03886,Nankana Sahib,Jhang,245,Non-AC,72,303.99,4.0,61.25,18619.39,857.5,0,490.0,1500,2981.51,21466.89,29815.12,8348.23
TRP03887,Okara,Sahiwal,561,Non-AC,72,282.03,4.0,140.25,39554.71,1963.5,0,1122.0,1500,6130.59,44140.21,61305.85,17165.64
TRP03888,Dera Ghazi Khan,Rahim Yar Khan,263,Non-AC,72,268.89,4.0,65.75,17679.52,920.5,0,526.0,1500,2864.73,20626.02,28647.25,8021.23
TRP03889,Rangpur,Mianwali,89,Non-AC,72,277.88,4.0,22.25,6182.83,311.5,0,178.0,1500,1135.05,8172.33,11350.46,3178.13
TRP03890,Pakpattan,Chiniot,399,Non-AC,72,270.12,4.0,99.75,26944.47,1396.5,0,798.0,1500,4255.41,30638.97,42554.12,11915.15
TRP03891,Gujranwala,Toba Tek Singh,554,Non-AC,72,315.95,4.0,138.5,43759.07,1939.0,0,1108.0,1500,6709.18,48306.07,67091.76,18785.69
TRP03892,Okara,Gujrat,506,Non-AC,72,315.0,4.0,126.5,39847.5,1771.0,0,1012.0,1500,6129.24,44130.5,61292.36,17161.86
TRP03893,Mandi Bahauddin,Bahawalnagar,515,Non-AC,72,304.06,4.0,128.75,39147.72,1802.5,0,1030.0,1500,6038.92,43480.22,60389.19,16908.97
TRP03894,Narowal,Sialkot,357,Non-AC,72,260.08,4.0,89.25,23212.14,1249.5,0,714.0,1500,3704.95,26675.64,37049.5,10373.86
TRP03895,Gujranwala,Bahawalpur,536,Non-AC,72,302.34,4.0,134.0,40513.56,1876.0,0,1072.0,1500,6244.66,44961.56,62446.61,17485.05
TRP03896,Jhelum,Lahore,87,Non-AC,72,273.32,4.0,21.75,5944.71,304.5,0,174.0,1500,1100.45,7923.21,11004.46,3081.25
TRP03897,Okara,Rangpur,202,Non-AC,72,296.5,4.0,50.5,14973.25,707.0,0,404.0,1500,2442.26,17584.25,24422.57,6838.32
TRP03898,Bahawalpur,Rawalpindi,283,Non-AC,72,271.52,4.0,70.75,19210.04,990.5,0,566.0,1500,3092.58,22266.54,30925.75,8659.21
TRP03899,Rawalpindi,Lodhran,596,Non-AC,72,303.49,4.0,149.0,45220.01,2086.0,0,1192.0,1500,6944.17,49998.01,69441.68,19443.67
TRP03900,Attock,Faisalabad,418,Non-AC,72,308.63,4.0,104.5,32251.83,1463.0,0,836.0,1500,5007.06,36050.83,50070.6,14019.77
TRP03901,Lodhran,Chowk Munda,215,Non-AC,72,260.71,4.0,53.75,14013.16,752.5,0,430.0,1500,2318.84,16695.66,23188.42,6492.76
TRP03902,Kasur,Sialkot,104,Non-AC,72,304.09,4.0,26.0,7906.34,364.0,0,208.0,1500,1385.88,9978.34,13858.81,3880.47
TRP03903,Khushab,Lodhran,417,Non-AC,72,307.19,4.0,104.25,32024.56,1459.5,0,834.0,1500,4974.73,35818.06,49747.31,13929.25
TRP03904,Lodhran,Sialkot,174,Non-AC,72,314.24,4.0,43.5,13669.44,609.0,0,348.0,1500,2239.78,16126.44,22397.83,6271.39
TRP03905,Lahore,Gujranwala,80,Non-AC,72,279.21,4.0,20.0,5584.2,280.0,0,160.0,1500,1045.03,7524.2,10450.28,2926.08
TRP03906,Kot Addu,Mandi Bahauddin,310,Non-AC,72,271.27,4.0,77.5,21023.42,1085.0,0,620.0,1500,3365.06,24228.42,33650.58,9422.16
TRP03907,Rahim Yar Khan,Khanewal,574,Non-AC,72,280.19,4.0,143.5,40207.26,2009.0,0,1148.0,1500,6231.15,44864.26,62311.47,17447.21
TRP03908,Sahiwal,Rajanpur,516,Non-AC,72,270.73,4.0,129.0,34924.17,1806.0,0,1032.0,1500,5453.08,39262.17,54530.79,15268.62
TRP03909,Chakwal,Kot Addu,424,Non-AC,72,310.44,4.0,106.0,32906.64,1484.0,0,848.0,1500,5102.59,36738.64,51025.89,14287.25
TRP03910,Narowal,Kot Addu,223,Non-AC,72,263.04,4.0,55.75,14664.48,780.5,0,446.0,1500,2415.41,17390.98,24154.14,6763.16
TRP03911,Jhang,Kasur,424,Non-AC,72,271.37,4.0,106.0,28765.22,1484.0,0,848.0,1500,4527.39,32597.22,45273.92,12676.7
TRP03912,Rangpur,Layyah,347,Non-AC,72,269.43,4.0,86.75,23373.05,1214.5,0,694.0,1500,3719.66,26781.55,37196.6,10415.05
TRP03913,Lahore,Gujranwala,80,Non-AC,72,301.44,4.0,20.0,6028.8,280.0,0,160.0,1500,1106.78,7968.8,11067.78,3098.98
TRP03914,Khanewal,Bahawalpur,456,Non-AC,72,300.86,4.0,114.0,34298.04,1596.0,0,912.0,1500,5320.28,38306.04,53202.83,14896.79
TRP03915,Jhelum,Sialkot,519,Non-AC,72,313.38,4.0,129.75,40661.06,1816.5,0,1038.0,1500,6252.16,45015.56,62521.61,17506.05
TRP03916,Pakpattan,Chakwal,568,Non-AC,72,284.37,4.0,142.0,40380.54,1988.0,0,1136.0,1500,6250.63,45004.54,62506.31,17501.77
TRP03917,Dera Ghazi Khan,Okara,108,Non-AC,72,305.04,4.0,27.0,8236.08,378.0,0,216.0,1500,1434.73,10330.08,14347.33,4017.25
TRP03918,Chiniot,Sheikhupura,252,Non-AC,72,296.19,4.0,63.0,18659.97,882.0,0,504.0,1500,2992.5,21545.97,29924.96,8378.99
TRP03919,Rangpur,Gujranwala,305,Non-AC,72,313.18,4.0,76.25,23879.98,1067.5,0,610.0,1500,3757.98,27057.48,37579.83,10522.35
TRP03920,Chakwal,Muzaffargarh,276,Non-AC,72,300.04,4.0,69.0,20702.76,966.0,0,552.0,1500,3294.55,23720.76,32945.5,9224.74
TRP03921,Gujrat,Sargodha,102,Non-AC,72,315.32,4.0,25.5,8040.66,357.0,0,204.0,1500,1403.01,10101.66,14030.08,3928.42
TRP03922,Jhelum,Rawalpindi,316,Non-AC,72,267.72,4.0,79.0,21149.88,1106.0,0,632.0,1500,3387.21,24387.88,33872.06,9484.18
TRP03923,Pakpattan,Sahiwal,217,Non-AC,72,287.0,4.0,54.25,15569.75,759.5,0,434.0,1500,2536.56,18263.25,25365.62,7102.37
TRP03924,Dera Ghazi Khan,Hafizabad,308,Non-AC,72,269.88,4.0,77.0,20780.76,1078.0,0,616.0,1500,3329.83,23974.76,33298.28,9323.52
TRP03925,Layyah,Jhang,280,Non-AC,72,301.13,4.0,70.0,21079.1,980.0,0,560.0,1500,3349.88,24119.1,33498.75,9379.65
TRP03926,Sargodha,Nankana Sahib,559,Non-AC,72,264.33,4.0,139.75,36940.12,1956.5,0,1118.0,1500,5765.92,41514.62,57659.19,16144.57
TRP03927,Gujranwala,Kasur,202,Non-AC,72,264.39,4.0,50.5,13351.69,707.0,0,404.0,1500,2217.04,15962.69,22170.4,6207.71
TRP03928,Chowk Munda,Faisalabad,250,Non-AC,72,308.74,4.0,62.5,19296.25,875.0,0,500.0,1500,3079.34,22171.25,30793.4,8622.15
TRP03929,Chakwal,Bhakkar,138,Non-AC,72,308.48,4.0,34.5,10642.56,483.0,0,276.0,1500,1791.88,12901.56,17918.83,5017.27
TRP03930,Nankana Sahib,Kasur,339,Non-AC,72,266.61,4.0,84.75,22595.2,1186.5,0,678.0,1500,3605.51,25959.7,36055.14,10095.44
TRP03931,Rawalpindi,Khushab,174,Non-AC,72,288.62,4.0,43.5,12554.97,609.0,0,348.0,1500,2085.0,15011.97,20849.96,5837.99
TRP03932,Faisalabad,Jhelum,333,Non-AC,72,262.3,4.0,83.25,21836.48,1165.5,0,666.0,1500,3495.55,25167.98,34955.53,9787.55
TRP03933,Bahawalnagar,Jhelum,590,Non-AC,72,306.67,4.0,147.5,45233.83,2065.0,0,1180.0,1500,6941.5,49978.83,69415.04,19436.21
TRP03934,Okara,Sahiwal,160,Non-AC,72,279.0,4.0,40.0,11160.0,560.0,0,320.0,1500,1880.56,13540.0,18805.56,5265.56
TRP03935,Jhang,Rawalpindi,341,Non-AC,72,276.65,4.0,85.25,23584.41,1193.5,0,682.0,1500,3744.43,26959.91,37444.32,10484.41
TRP03936,Attock,Khushab,287,Non-AC,72,303.59,4.0,71.75,21782.58,1004.5,0,574.0,1500,3452.93,24861.08,34529.28,9668.2
TRP03937,Wah Cantt,Muzaffargarh,345,Non-AC,72,312.26,4.0,86.25,26932.42,1207.5,0,690.0,1500,4212.49,30329.92,42124.89,11794.97
TRP03938,Rangpur,Sahiwal,286,Non-AC,72,305.89,4.0,71.5,21871.13,1001.0,0,572.0,1500,3464.46,24944.13,34644.62,9700.49
TRP03939,Lahore,Kasur,367,Non-AC,72,293.68,4.0,91.75,26945.14,1284.5,0,734.0,1500,4231.06,30463.64,42310.61,11846.97
TRP03940,Lodhran,Rawalpindi,279,Non-AC,72,291.67,4.0,69.75,20343.98,976.5,0,558.0,1500,3247.01,23378.48,32470.11,9091.63
TRP03941,Hafizabad,Khushab,499,Non-AC,72,294.67,4.0,124.75,36760.08,1746.5,0,998.0,1500,5695.08,41004.58,56950.81,15946.23
TRP03942,Nankana Sahib,Vehari,494,Non-AC,72,291.36,4.0,123.5,35982.96,1729.0,0,988.0,1500,5583.33,40199.96,55833.28,15633.32
TRP03943,Khanewal,Toba Tek Singh,340,Non-AC,72,264.41,4.0,85.0,22474.85,1190.0,0,680.0,1500,3589.56,25844.85,35895.62,10050.77
TRP03944,Okara,Lahore,567,Non-AC,72,316.25,4.0,141.75,44828.44,1984.5,0,1134.0,1500,6867.63,49446.94,68676.31,19229.37
TRP03945,Lodhran,Rangpur,80,Non-AC,72,291.79,4.0,20.0,5835.8,280.0,0,160.0,1500,1079.97,7775.8,10799.72,3023.92
TRP03946,Gujrat,Sheikhupura,242,Non-AC,72,293.33,4.0,60.5,17746.47,847.0,0,484.0,1500,2857.98,20577.47,28579.82,8002.35
TRP03947,Lahore,Khushab,274,Non-AC,72,265.62,4.0,68.5,18194.97,959.0,0,548.0,1500,2944.72,21201.97,29447.18,8245.21
TRP03948,Narowal,Wah Cantt,438,Non-AC,72,276.34,4.0,109.5,30259.23,1533.0,0,876.0,1500,4745.59,34168.23,47455.88,13287.65
TRP03949,Okara,Gujranwala,506,Non-AC,72,278.7,4.0,126.5,35255.55,1771.0,0,1012.0,1500,5491.47,39538.55,54914.65,15376.1
TRP03950,Jhelum,Rahim Yar Khan,565,Non-AC,72,303.14,4.0,141.25,42818.53,1977.5,0,1130.0,1500,6586.95,47426.03,65869.49,18443.46
TRP03951,Muzaffargarh,Khanewal,492,Non-AC,72,264.34,4.0,123.0,32513.82,1722.0,0,984.0,1500,5099.98,36719.82,50999.75,14279.93
TRP03952,Mianwali,Bahawalpur,226,Non-AC,72,312.95,4.0,56.5,17681.67,791.0,0,452.0,1500,2836.76,20424.67,28367.6,7942.93
TRP03953,Layyah,Vehari,222,Non-AC,72,267.61,4.0,55.5,14852.36,777.0,0,444.0,1500,2440.74,17573.36,24407.44,6834.08
TRP03954,Dera Ghazi Khan,Sheikhupura,444,Non-AC,72,301.37,4.0,111.0,33452.07,1554.0,0,888.0,1500,5193.62,37394.07,51936.21,14542.14
TRP03955,Faisalabad,Jhang,243,Non-AC,72,275.88,4.0,60.75,16759.71,850.5,0,486.0,1500,2721.7,19596.21,27216.96,7620.75
TRP03956,Wah Cantt,Chowk Munda,156,Non-AC,72,319.8,4.0,39.0,12472.2,546.0,0,312.0,1500,2059.75,14830.2,20597.5,5767.3
TRP03957,Multan,Layyah,564,Non-AC,72,262.01,4.0,141.0,36943.41,1974.0,0,1128.0,1500,5770.2,41545.41,57701.96,16156.55
TRP03958,Chowk Munda,Sahiwal,183,Non-AC,72,262.95,4.0,45.75,12029.96,640.5,0,366.0,1500,2018.95,14536.46,20189.53,5653.07
TRP03959,Vehari,Rangpur,90,Non-AC,72,261.86,4.0,22.5,5891.85,315.0,0,180.0,1500,1095.4,7886.85,10953.96,3067.11
TRP03960,Narowal,Bahawalnagar,557,Non-AC,72,292.24,4.0,139.25,40694.42,1949.5,0,1114.0,1500,6285.82,45257.92,62858.22,17600.3
TRP03961,Chiniot,Dera Ghazi Khan,302,Non-AC,72,265.52,4.0,75.5,20046.76,1057.0,0,604.0,1500,3223.3,23207.76,32233.0,9025.24
TRP03962,Gujrat,Rangpur,156,Non-AC,72,282.01,4.0,39.0,10998.39,546.0,0,312.0,1500,1855.05,13356.39,18550.54,5194.15
TRP03963,Mianwali,Khushab,395,Non-AC,72,276.77,4.0,98.75,27331.04,1382.5,0,790.0,1500,4306.05,31003.54,43060.47,12056.93
TRP03964,Khanewal,Kasur,244,Non-AC,72,268.67,4.0,61.0,16388.87,854.0,0,488.0,1500,2670.95,19230.87,26709.54,7478.67
TRP03965,Pakpattan,Vehari,149,Non-AC,72,315.34,4.0,37.25,11746.41,521.5,0,298.0,1500,1953.6,14065.91,19535.99,5470.08
TRP03966,Rangpur,Hafizabad,444,Non-AC,72,298.39,4.0,111.0,33121.29,1554.0,0,888.0,1500,5147.68,37063.29,51476.79,14413.5
TRP03967,Dera Ghazi Khan,Rahim Yar Khan,385,Non-AC,72,284.44,4.0,96.25,27377.35,1347.5,0,770.0,1500,4304.84,30994.85,43048.4,12053.55
TRP03968,Sialkot,Chakwal,336,Non-AC,72,260.32,4.0,84.0,21866.88,1176.0,0,672.0,1500,3502.07,25214.88,35020.67,9805.79
TRP03969,Sialkot,Multan,101,Non-AC,72,294.02,4.0,25.25,7424.0,353.5,0,202.0,1500,1316.6,9479.5,13165.97,3686.47
TRP03970,Bhakkar,Khushab,529,Non-AC,72,268.38,4.0,132.25,35493.25,1851.5,0,1058.0,1500,5542.05,39902.75,55420.49,15517.74
TRP03971,Dera Ghazi Khan,Sargodha,127,Non-AC,72,285.29,4.0,31.75,9057.96,444.5,0,254.0,1500,1563.4,11256.46,15633.97,4377.51
TRP03972,Jhang,Rangpur,262,Non-AC,72,287.76,4.0,65.5,18848.28,917.0,0,524.0,1500,3026.29,21789.28,30262.89,8473.61
TRP03973,Khanewal,Layyah,267,Non-AC,72,291.65,4.0,66.75,19467.64,934.5,0,534.0,1500,3116.13,22436.14,31161.31,8725.17
TRP03974,Okara,Kasur,535,Non-AC,72,283.11,4.0,133.75,37865.96,1872.5,0,1070.0,1500,5876.18,42308.46,58761.75,16453.29
TRP03975,Rangpur,Faisalabad,300,Non-AC,72,280.49,4.0,75.0,21036.75,1050.0,0,600.0,1500,3359.27,24186.75,33592.71,9405.96
TRP03976,Bhakkar,Okara,548,Non-AC,72,290.99,4.0,137.0,39865.63,1918.0,0,1096.0,1500,6163.84,44379.63,61638.38,17258.75
TRP03977,Rawalpindi,Rangpur,482,Non-AC,72,299.92,4.0,120.5,36140.36,1687.0,0,964.0,1500,5596.02,40291.36,55960.22,15668.86
TRP03978,Sialkot,Lahore,125,Non-AC,72,264.72,4.0,31.25,8272.5,437.5,0,250.0,1500,1452.78,10460.0,14527.78,4067.78
TRP03979,Muzaffargarh,Layyah,564,Non-AC,72,268.01,4.0,141.0,37789.41,1974.0,0,1128.0,1500,5887.7,42391.41,58876.96,16485.55
TRP03980,Mianwali,Rawalpindi,302,Non-AC,72,278.07,4.0,75.5,20994.28,1057.0,0,604.0,1500,3354.9,24155.28,33549.0,9393.72
TRP03981,Layyah,Kasur,513,Non-AC,72,295.97,4.0,128.25,37958.15,1795.5,0,1026.0,1500,5872.17,42279.65,58721.74,16442.09
TRP03982,Muzaffargarh,Gujrat,571,Non-AC,72,260.82,4.0,142.75,37232.06,1998.5,0,1142.0,1500,5815.63,41872.56,58156.33,16283.77
